Parish,Tract,Week (Thur-Wed),Date for start of week,Date for end of week,Weekly Test Count,Weekly Negative Test Count,Weekly Positive Test Count,Weekly Case Count
Terrebonne,22109001300,31,9/24/20,9/30/20,250,248,2,0
Terrebonne,22109001400,1,2/27/20,3/4/20,0,0,0,0
Terrebonne,22109001400,2,3/5/20,3/11/20,0,0,0,0
Terrebonne,22109001400,3,3/12/20,3/18/20,1,1,0,0
Terrebonne,22109001400,4,3/19/20,3/25/20,4,2,2,2
Terrebonne,22109001400,5,3/26/20,4/1/20,5,5,0,0
Terrebonne,22109001400,6,4/2/20,4/8/20,10,8,2,2
Terrebonne,22109001400,7,4/9/20,4/15/20,9,7,2,1
Terrebonne,22109001400,8,4/16/20,4/22/20,15,15,0,0
Terrebonne,22109001400,9,4/23/20,4/29/20,16,16,0,0
Terrebonne,22109001400,10,4/30/20,5/6/20,24,24,0,0
Terrebonne,22109001400,11,5/7/20,5/13/20,23,23,0,0
Terrebonne,22109001400,12,5/14/20,5/20/20,19,19,0,0
Terrebonne,22109001400,13,5/21/20,5/27/20,44,42,2,2
Terrebonne,22109001400,14,5/28/20,6/3/20,23,22,1,0
Terrebonne,22109001400,15,6/4/20,6/10/20,17,16,1,1
Terrebonne,22109001400,16,6/11/20,6/17/20,29,28,1,1
Terrebonne,22109001400,17,6/18/20,6/24/20,41,40,1,1
Terrebonne,22109001400,18,6/25/20,7/1/20,44,35,9,9
Terrebonne,22109001400,19,7/2/20,7/8/20,55,44,11,11
Terrebonne,22109001400,20,7/9/20,7/15/20,63,49,13,11
Terrebonne,22109001400,21,7/16/20,7/22/20,43,39,4,4
Terrebonne,22109001400,22,7/23/20,7/29/20,41,35,6,5
Terrebonne,22109001400,23,7/30/20,8/5/20,52,40,12,11
Terrebonne,22109001400,24,8/6/20,8/12/20,59,50,8,7
Terrebonne,22109001400,25,8/13/20,8/19/20,36,35,1,1
Terrebonne,22109001400,26,8/20/20,8/26/20,36,34,2,2
Terrebonne,22109001400,27,8/27/20,9/2/20,32,29,3,3
Terrebonne,22109001400,28,9/3/20,9/9/20,44,44,0,0
Terrebonne,22109001400,29,9/10/20,9/16/20,46,42,4,4
Terrebonne,22109001400,30,9/17/20,9/23/20,41,39,2,2
Terrebonne,22109001400,31,9/24/20,9/30/20,54,54,0,0
Terrebonne,22109001500,1,2/27/20,3/4/20,0,0,0,0
Terrebonne,22109001500,2,3/5/20,3/11/20,0,0,0,0
Terrebonne,22109001500,3,3/12/20,3/18/20,8,6,2,2
Terrebonne,22109001500,4,3/19/20,3/25/20,11,7,4,4
Terrebonne,22109001500,5,3/26/20,4/1/20,19,16,3,2
Terrebonne,22109001500,6,4/2/20,4/8/20,26,23,3,3
Terrebonne,22109001500,7,4/9/20,4/15/20,14,13,1,1
Terrebonne,22109001500,8,4/16/20,4/22/20,22,21,1,0
Terrebonne,22109001500,9,4/23/20,4/29/20,24,24,0,0
Terrebonne,22109001500,10,4/30/20,5/6/20,46,43,3,2
Terrebonne,22109001500,11,5/7/20,5/13/20,33,32,1,0
Terrebonne,22109001500,12,5/14/20,5/20/20,31,30,1,1
Terrebonne,22109001500,13,5/21/20,5/27/20,76,75,1,0
Terrebonne,22109001500,14,5/28/20,6/3/20,46,45,1,0
Terrebonne,22109001500,15,6/4/20,6/10/20,48,45,3,3
Terrebonne,22109001500,16,6/11/20,6/17/20,67,63,4,4
Terrebonne,22109001500,17,6/18/20,6/24/20,73,67,6,5
Terrebonne,22109001500,18,6/25/20,7/1/20,129,96,33,31
Terrebonne,22109001500,19,7/2/20,7/8/20,125,89,36,34
Terrebonne,22109001500,20,7/9/20,7/15/20,126,90,35,30
Terrebonne,22109001500,21,7/16/20,7/22/20,115,97,18,12
Terrebonne,22109001500,22,7/23/20,7/29/20,112,85,27,18
Terrebonne,22109001500,23,7/30/20,8/5/20,110,96,13,11
Terrebonne,22109001500,24,8/6/20,8/12/20,85,78,7,6
Terrebonne,22109001500,25,8/13/20,8/19/20,96,94,2,2
Terrebonne,22109001500,26,8/20/20,8/26/20,87,82,5,4
Terrebonne,22109001500,27,8/27/20,9/2/20,112,106,6,5
Terrebonne,22109001500,28,9/3/20,9/9/20,110,104,6,6
Terrebonne,22109001500,29,9/10/20,9/16/20,82,78,4,4
Terrebonne,22109001500,30,9/17/20,9/23/20,97,94,3,2
Terrebonne,22109001500,31,9/24/20,9/30/20,104,99,5,4
Terrebonne,22109001600,1,2/27/20,3/4/20,0,0,0,0
Terrebonne,22109001600,2,3/5/20,3/11/20,0,0,0,0
Terrebonne,22109001600,3,3/12/20,3/18/20,0,0,0,0
Terrebonne,22109001600,4,3/19/20,3/25/20,12,7,5,3
Terrebonne,22109001600,5,3/26/20,4/1/20,13,10,3,3
Terrebonne,22109001600,6,4/2/20,4/8/20,7,6,1,1
Terrebonne,22109001600,7,4/9/20,4/15/20,4,4,0,0
Terrebonne,22109001600,8,4/16/20,4/22/20,9,6,3,1
Terrebonne,22109001600,9,4/23/20,4/29/20,6,6,0,0
Terrebonne,22109001600,10,4/30/20,5/6/20,19,19,0,0
Terrebonne,22109001600,11,5/7/20,5/13/20,12,12,0,0
Terrebonne,22109001600,12,5/14/20,5/20/20,19,19,0,0
Terrebonne,22109001600,13,5/21/20,5/27/20,16,16,0,0
Terrebonne,22109001600,14,5/28/20,6/3/20,90,85,5,3
Terrebonne,22109001600,15,6/4/20,6/10/20,28,28,0,0
Terrebonne,22109001600,16,6/11/20,6/17/20,22,22,0,0
Terrebonne,22109001600,17,6/18/20,6/24/20,41,40,1,1
Terrebonne,22109001600,18,6/25/20,7/1/20,43,36,7,7
Terrebonne,22109001600,19,7/2/20,7/8/20,40,32,8,7
Terrebonne,22109001600,20,7/9/20,7/15/20,55,51,4,3
Terrebonne,22109001600,21,7/16/20,7/22/20,44,38,6,5
Terrebonne,22109001600,22,7/23/20,7/29/20,44,35,9,7
Terrebonne,22109001600,23,7/30/20,8/5/20,44,36,8,8
Terrebonne,22109001600,24,8/6/20,8/12/20,34,32,2,1
Terrebonne,22109001600,25,8/13/20,8/19/20,27,25,2,2
Terrebonne,22109001600,26,8/20/20,8/26/20,30,30,0,0
Terrebonne,22109001600,27,8/27/20,9/2/20,37,35,2,2
Terrebonne,22109001600,28,9/3/20,9/9/20,34,32,2,2
Terrebonne,22109001600,29,9/10/20,9/16/20,34,32,2,0
Terrebonne,22109001600,30,9/17/20,9/23/20,41,39,2,2
Terrebonne,22109001600,31,9/24/20,9/30/20,37,37,0,0
Terrebonne,22109001700,1,2/27/20,3/4/20,0,0,0,0
Terrebonne,22109001700,2,3/5/20,3/11/20,0,0,0,0
Terrebonne,22109001700,3,3/12/20,3/18/20,16,13,3,3
Terrebonne,22109001700,4,3/19/20,3/25/20,20,13,7,7
Terrebonne,22109001700,5,3/26/20,4/1/20,31,18,13,9
Terrebonne,22109001700,6,4/2/20,4/8/20,35,33,2,1
Terrebonne,22109001700,7,4/9/20,4/15/20,20,16,4,3
Terrebonne,22109001700,8,4/16/20,4/22/20,42,36,6,6
Terrebonne,22109001700,9,4/23/20,4/29/20,49,41,8,7
Terrebonne,22109001700,10,4/30/20,5/6/20,213,164,49,36
Terrebonne,22109001700,11,5/7/20,5/13/20,81,65,16,13
Terrebonne,22109001700,12,5/14/20,5/20/20,183,155,28,19
Terrebonne,22109001700,13,5/21/20,5/27/20,269,215,53,6
Terrebonne,22109001700,14,5/28/20,6/3/20,281,258,23,5
Terrebonne,22109001700,15,6/4/20,6/10/20,299,265,34,0
Terrebonne,22109001700,16,6/11/20,6/17/20,191,183,8,6
Terrebonne,22109001700,17,6/18/20,6/24/20,323,312,11,10
Terrebonne,22109001700,18,6/25/20,7/1/20,446,398,48,43
Terrebonne,22109001700,19,7/2/20,7/8/20,455,393,62,47
Terrebonne,22109001700,20,7/9/20,7/15/20,409,356,53,42
Terrebonne,22109001700,21,7/16/20,7/22/20,337,295,42,34
Terrebonne,22109001700,22,7/23/20,7/29/20,282,240,40,28
Terrebonne,22109001700,23,7/30/20,8/5/20,401,355,46,42
Terrebonne,22109001700,24,8/6/20,8/12/20,317,282,35,29
Terrebonne,22109001700,25,8/13/20,8/19/20,308,282,26,21
Terrebonne,22109001700,26,8/20/20,8/26/20,166,146,20,16
Terrebonne,22109001700,27,8/27/20,9/2/20,156,140,15,13
Terrebonne,22109001700,28,9/3/20,9/9/20,274,265,9,7
Terrebonne,22109001700,29,9/10/20,9/16/20,281,270,11,9
Terrebonne,22109001700,30,9/17/20,9/23/20,363,354,9,9
Terrebonne,22109001700,31,9/24/20,9/30/20,318,311,7,7
Union,22111960100,1,2/27/20,3/4/20,0,0,0,0
Union,22111960100,2,3/5/20,3/11/20,0,0,0,0
Union,22111960100,3,3/12/20,3/18/20,2,2,0,0
Union,22111960100,4,3/19/20,3/25/20,21,15,6,2
Union,22111960100,5,3/26/20,4/1/20,18,17,1,1
Union,22111960100,6,4/2/20,4/8/20,25,15,10,8
Union,22111960100,7,4/9/20,4/15/20,17,12,5,5
Union,22111960100,8,4/16/20,4/22/20,49,40,9,9
Union,22111960100,9,4/23/20,4/29/20,50,41,9,7
Union,22111960100,10,4/30/20,5/6/20,66,54,12,3
Union,22111960100,11,5/7/20,5/13/20,64,49,15,5
Union,22111960100,12,5/14/20,5/20/20,74,65,9,3
Union,22111960100,13,5/21/20,5/27/20,47,42,5,1
Union,22111960100,14,5/28/20,6/3/20,38,33,5,3
Union,22111960100,15,6/4/20,6/10/20,46,44,2,0
Union,22111960100,16,6/11/20,6/17/20,91,84,6,3
Union,22111960100,17,6/18/20,6/24/20,65,54,11,9
Union,22111960100,18,6/25/20,7/1/20,61,53,8,3
Union,22111960100,19,7/2/20,7/8/20,73,66,5,3
Union,22111960100,20,7/9/20,7/15/20,50,47,3,3
Union,22111960100,21,7/16/20,7/22/20,78,58,20,11
Union,22111960100,22,7/23/20,7/29/20,57,50,7,5
Union,22111960100,23,7/30/20,8/5/20,71,60,11,7
Union,22111960100,24,8/6/20,8/12/20,88,72,16,11
Union,22111960100,25,8/13/20,8/19/20,91,70,21,14
Union,22111960100,26,8/20/20,8/26/20,60,53,7,6
Union,22111960100,27,8/27/20,9/2/20,38,34,4,3
Union,22111960100,28,9/3/20,9/9/20,52,46,6,3
Union,22111960100,29,9/10/20,9/16/20,68,56,12,8
Union,22111960100,30,9/17/20,9/23/20,42,41,1,0
Union,22111960100,31,9/24/20,9/30/20,52,43,9,4
Union,22111960200,1,2/27/20,3/4/20,0,0,0,0
Union,22111960200,2,3/5/20,3/11/20,0,0,0,0
Union,22111960200,3,3/12/20,3/18/20,6,6,0,0
Union,22111960200,4,3/19/20,3/25/20,6,5,1,1
Union,22111960200,5,3/26/20,4/1/20,12,12,0,0
Union,22111960200,6,4/2/20,4/8/20,21,18,3,2
Union,22111960200,7,4/9/20,4/15/20,23,19,4,3
Union,22111960200,8,4/16/20,4/22/20,28,21,7,5
Union,22111960200,9,4/23/20,4/29/20,53,38,15,10
Union,22111960200,10,4/30/20,5/6/20,44,29,15,7
Union,22111960200,11,5/7/20,5/13/20,74,48,23,7
Union,22111960200,12,5/14/20,5/20/20,78,67,9,3
Union,22111960200,13,5/21/20,5/27/20,79,77,2,0
Union,22111960200,14,5/28/20,6/3/20,51,39,12,7
Union,22111960200,15,6/4/20,6/10/20,49,38,11,3
Union,22111960200,16,6/11/20,6/17/20,80,72,8,5
Union,22111960200,17,6/18/20,6/24/20,47,41,6,0
Union,22111960200,18,6/25/20,7/1/20,72,61,11,8
Union,22111960200,19,7/2/20,7/8/20,44,40,4,1
Union,22111960200,20,7/9/20,7/15/20,59,42,15,6
Union,22111960200,21,7/16/20,7/22/20,48,34,10,5
Union,22111960200,22,7/23/20,7/29/20,49,31,18,12
Union,22111960200,23,7/30/20,8/5/20,50,33,17,10
Union,22111960200,24,8/6/20,8/12/20,64,40,24,12
Union,22111960200,25,8/13/20,8/19/20,63,49,12,2
Union,22111960200,26,8/20/20,8/26/20,53,37,14,6
Union,22111960200,27,8/27/20,9/2/20,34,28,6,2
Union,22111960200,28,9/3/20,9/9/20,53,39,14,7
Union,22111960200,29,9/10/20,9/16/20,49,42,7,4
Union,22111960200,30,9/17/20,9/23/20,49,43,6,4
Union,22111960200,31,9/24/20,9/30/20,70,53,17,14
Union,22111960300,1,2/27/20,3/4/20,0,0,0,0
Union,22111960300,2,3/5/20,3/11/20,0,0,0,0
Union,22111960300,3,3/12/20,3/18/20,0,0,0,0
Union,22111960300,4,3/19/20,3/25/20,2,2,0,0
Union,22111960300,5,3/26/20,4/1/20,12,12,0,0
Union,22111960300,6,4/2/20,4/8/20,15,12,3,2
Union,22111960300,7,4/9/20,4/15/20,10,10,0,0
Union,22111960300,8,4/16/20,4/22/20,23,21,2,2
Union,22111960300,9,4/23/20,4/29/20,35,25,10,6
Union,22111960300,10,4/30/20,5/6/20,34,30,2,2
Union,22111960300,11,5/7/20,5/13/20,59,49,10,4
Union,22111960300,12,5/14/20,5/20/20,42,39,3,1
Union,22111960300,13,5/21/20,5/27/20,69,55,14,9
Union,22111960300,14,5/28/20,6/3/20,132,91,40,27
Union,22111960300,15,6/4/20,6/10/20,70,59,11,4
Union,22111960300,16,6/11/20,6/17/20,58,42,16,3
Union,22111960300,17,6/18/20,6/24/20,56,45,11,3
Union,22111960300,18,6/25/20,7/1/20,176,149,27,9
Union,22111960300,19,7/2/20,7/8/20,40,33,7,2
Union,22111960300,20,7/9/20,7/15/20,64,49,13,10
Union,22111960300,21,7/16/20,7/22/20,101,92,9,3
Union,22111960300,22,7/23/20,7/29/20,105,99,6,3
Union,22111960300,23,7/30/20,8/5/20,101,93,8,6
Union,22111960300,24,8/6/20,8/12/20,95,88,7,5
Union,22111960300,25,8/13/20,8/19/20,113,92,17,9
Union,22111960300,26,8/20/20,8/26/20,98,88,10,4
Union,22111960300,27,8/27/20,9/2/20,71,68,3,1
Union,22111960300,28,9/3/20,9/9/20,148,138,10,8
Union,22111960300,29,9/10/20,9/16/20,200,191,9,6
Union,22111960300,30,9/17/20,9/23/20,183,181,2,1
Union,22111960300,31,9/24/20,9/30/20,191,182,9,7
Union,22111960400,1,2/27/20,3/4/20,0,0,0,0
Union,22111960400,2,3/5/20,3/11/20,0,0,0,0
Union,22111960400,3,3/12/20,3/18/20,4,4,0,0
Union,22111960400,4,3/19/20,3/25/20,17,10,7,3
Union,22111960400,5,3/26/20,4/1/20,24,14,10,5
Union,22111960400,6,4/2/20,4/8/20,35,30,5,4
Union,22111960400,7,4/9/20,4/15/20,35,23,12,10
Union,22111960400,8,4/16/20,4/22/20,42,36,6,5
Union,22111960400,9,4/23/20,4/29/20,114,80,33,28
Union,22111960400,10,4/30/20,5/6/20,78,56,20,5
Union,22111960400,11,5/7/20,5/13/20,100,69,30,11
Union,22111960400,12,5/14/20,5/20/20,137,110,27,13
Union,22111960400,13,5/21/20,5/27/20,77,49,28,11
Union,22111960400,14,5/28/20,6/3/20,62,49,13,3
Union,22111960400,15,6/4/20,6/10/20,130,103,27,17
Union,22111960400,16,6/11/20,6/17/20,151,121,29,12
Union,22111960400,17,6/18/20,6/24/20,142,122,18,3
Union,22111960400,18,6/25/20,7/1/20,243,225,18,6
Union,22111960400,19,7/2/20,7/8/20,249,224,23,9
Union,22111960400,20,7/9/20,7/15/20,223,214,9,5
Union,22111960400,21,7/16/20,7/22/20,258,244,13,4
Union,22111960400,22,7/23/20,7/29/20,248,225,23,16
Union,22111960400,23,7/30/20,8/5/20,244,230,14,12
Union,22111960400,24,8/6/20,8/12/20,224,207,17,9
Union,22111960400,25,8/13/20,8/19/20,214,192,22,13
Union,22111960400,26,8/20/20,8/26/20,212,190,22,19
Union,22111960400,27,8/27/20,9/2/20,178,164,14,13
Union,22111960400,28,9/3/20,9/9/20,164,160,4,3
Union,22111960400,29,9/10/20,9/16/20,214,210,4,4
Union,22111960400,30,9/17/20,9/23/20,250,245,5,3
Union,22111960400,31,9/24/20,9/30/20,117,115,2,2
Union,22111960500,1,2/27/20,3/4/20,0,0,0,0
Union,22111960500,2,3/5/20,3/11/20,0,0,0,0
Union,22111960500,3,3/12/20,3/18/20,3,3,0,0
Union,22111960500,4,3/19/20,3/25/20,15,12,3,1
Union,22111960500,5,3/26/20,4/1/20,35,31,4,2
Union,22111960500,6,4/2/20,4/8/20,19,19,0,0
Union,22111960500,7,4/9/20,4/15/20,16,14,2,2
Union,22111960500,8,4/16/20,4/22/20,19,18,1,1
Union,22111960500,9,4/23/20,4/29/20,37,31,6,4
Union,22111960500,10,4/30/20,5/6/20,31,31,0,0
Union,22111960500,11,5/7/20,5/13/20,47,40,7,5
Union,22111960500,12,5/14/20,5/20/20,83,80,3,2
Union,22111960500,13,5/21/20,5/27/20,50,49,0,0
Union,22111960500,14,5/28/20,6/3/20,41,39,2,1
Union,22111960500,15,6/4/20,6/10/20,61,56,5,3
Union,22111960500,16,6/11/20,6/17/20,60,58,2,2
Union,22111960500,17,6/18/20,6/24/20,67,59,7,6
Union,22111960500,18,6/25/20,7/1/20,71,63,8,2
Union,22111960500,19,7/2/20,7/8/20,61,55,6,2
Union,22111960500,20,7/9/20,7/15/20,89,81,8,5
Union,22111960500,21,7/16/20,7/22/20,75,63,12,7
Union,22111960500,22,7/23/20,7/29/20,82,58,24,11
Union,22111960500,23,7/30/20,8/5/20,81,71,10,7
Union,22111960500,24,8/6/20,8/12/20,105,89,16,8
Union,22111960500,25,8/13/20,8/19/20,105,90,15,7
Union,22111960500,26,8/20/20,8/26/20,71,66,5,2
Union,22111960500,27,8/27/20,9/2/20,65,57,8,6
Union,22111960500,28,9/3/20,9/9/20,74,63,11,11
Union,22111960500,29,9/10/20,9/16/20,72,64,8,5
Union,22111960500,30,9/17/20,9/23/20,68,58,10,5
Union,22111960500,31,9/24/20,9/30/20,54,51,3,1
Union,22111960600,1,2/27/20,3/4/20,0,0,0,0
Union,22111960600,2,3/5/20,3/11/20,0,0,0,0
Union,22111960600,3,3/12/20,3/18/20,1,1,0,0
Union,22111960600,4,3/19/20,3/25/20,14,14,0,0
Union,22111960600,5,3/26/20,4/1/20,10,9,1,1
Union,22111960600,6,4/2/20,4/8/20,17,17,0,0
Union,22111960600,7,4/9/20,4/15/20,12,12,0,0
Union,22111960600,8,4/16/20,4/22/20,14,13,1,1
Union,22111960600,9,4/23/20,4/29/20,22,21,1,1
Union,22111960600,10,4/30/20,5/6/20,28,26,2,1
Union,22111960600,11,5/7/20,5/13/20,30,27,3,1
Union,22111960600,12,5/14/20,5/20/20,42,42,0,0
Union,22111960600,13,5/21/20,5/27/20,36,36,0,0
Union,22111960600,14,5/28/20,6/3/20,30,23,7,5
Union,22111960600,15,6/4/20,6/10/20,64,53,11,6
Union,22111960600,16,6/11/20,6/17/20,77,70,7,5
Union,22111960600,17,6/18/20,6/24/20,61,48,13,6
Union,22111960600,18,6/25/20,7/1/20,77,72,5,2
Union,22111960600,19,7/2/20,7/8/20,69,54,14,6
Union,22111960600,20,7/9/20,7/15/20,42,37,3,1
Union,22111960600,21,7/16/20,7/22/20,51,43,8,6
Union,22111960600,22,7/23/20,7/29/20,82,54,26,20
Union,22111960600,23,7/30/20,8/5/20,65,50,15,11
Union,22111960600,24,8/6/20,8/12/20,47,40,7,2
Union,22111960600,25,8/13/20,8/19/20,75,65,10,5
Union,22111960600,26,8/20/20,8/26/20,54,50,4,1
Union,22111960600,27,8/27/20,9/2/20,28,26,2,2
Union,22111960600,28,9/3/20,9/9/20,39,37,2,2
Union,22111960600,29,9/10/20,9/16/20,35,33,2,1
Union,22111960600,30,9/17/20,9/23/20,51,49,2,2
Union,22111960600,31,9/24/20,9/30/20,40,38,2,1
Vermilion,22113950100,1,2/27/20,3/4/20,0,0,0,0
Vermilion,22113950100,2,3/5/20,3/11/20,0,0,0,0
Vermilion,22113950100,3,3/12/20,3/18/20,2,2,0,0
Vermilion,22113950100,4,3/19/20,3/25/20,25,22,3,1
Vermilion,22113950100,5,3/26/20,4/1/20,28,26,2,1
Vermilion,22113950100,6,4/2/20,4/8/20,32,32,0,0
Vermilion,22113950100,7,4/9/20,4/15/20,45,43,2,1
Vermilion,22113950100,8,4/16/20,4/22/20,14,12,2,0
Vermilion,22113950100,9,4/23/20,4/29/20,35,27,8,3
Vermilion,22113950100,10,4/30/20,5/6/20,44,42,2,2
Vermilion,22113950100,11,5/7/20,5/13/20,41,41,0,0
Vermilion,22113950100,12,5/14/20,5/20/20,45,44,1,0
Vermilion,22113950100,13,5/21/20,5/27/20,39,36,3,1
Vermilion,22113950100,14,5/28/20,6/3/20,60,54,6,2
Vermilion,22113950100,15,6/4/20,6/10/20,184,182,2,1
Vermilion,22113950100,16,6/11/20,6/17/20,207,203,4,2
Vermilion,22113950100,17,6/18/20,6/24/20,277,257,20,16
Vermilion,22113950100,18,6/25/20,7/1/20,254,222,32,23
Vermilion,22113950100,19,7/2/20,7/8/20,230,204,26,18
Vermilion,22113950100,20,7/9/20,7/15/20,278,239,39,25
Vermilion,22113950100,21,7/16/20,7/22/20,232,200,31,22
Vermilion,22113950100,22,7/23/20,7/29/20,197,165,32,30
Vermilion,22113950100,23,7/30/20,8/5/20,204,172,32,24
Vermilion,22113950100,24,8/6/20,8/12/20,189,142,47,32
Vermilion,22113950100,25,8/13/20,8/19/20,152,135,17,14
Vermilion,22113950100,26,8/20/20,8/26/20,110,101,9,7
Vermilion,22113950100,27,8/27/20,9/2/20,109,95,14,9
Vermilion,22113950100,28,9/3/20,9/9/20,113,106,7,7
Vermilion,22113950100,29,9/10/20,9/16/20,131,115,16,11
Vermilion,22113950100,30,9/17/20,9/23/20,129,124,4,3
Vermilion,22113950100,31,9/24/20,9/30/20,104,100,4,0
Vermilion,22113950200,1,2/27/20,3/4/20,0,0,0,0
Vermilion,22113950200,2,3/5/20,3/11/20,0,0,0,0
Vermilion,22113950200,3,3/12/20,3/18/20,12,12,0,0
Vermilion,22113950200,4,3/19/20,3/25/20,15,15,0,0
Vermilion,22113950200,5,3/26/20,4/1/20,28,28,0,0
Vermilion,22113950200,6,4/2/20,4/8/20,20,20,0,0
Vermilion,22113950200,7,4/9/20,4/15/20,14,14,0,0
Vermilion,22113950200,8,4/16/20,4/22/20,33,33,0,0
Vermilion,22113950200,9,4/23/20,4/29/20,40,40,0,0
Vermilion,22113950200,10,4/30/20,5/6/20,39,39,0,0
Vermilion,22113950200,11,5/7/20,5/13/20,165,164,1,1
Vermilion,22113950200,12,5/14/20,5/20/20,33,33,0,0
Vermilion,22113950200,13,5/21/20,5/27/20,92,91,1,1
Vermilion,22113950200,14,5/28/20,6/3/20,104,104,0,0
Vermilion,22113950200,15,6/4/20,6/10/20,202,199,3,3
Vermilion,22113950200,16,6/11/20,6/17/20,120,112,8,7
Vermilion,22113950200,17,6/18/20,6/24/20,201,195,6,5
Vermilion,22113950200,18,6/25/20,7/1/20,192,178,14,8
Vermilion,22113950200,19,7/2/20,7/8/20,150,137,11,5
Vermilion,22113950200,20,7/9/20,7/15/20,174,154,20,14
Vermilion,22113950200,21,7/16/20,7/22/20,103,80,23,17
Vermilion,22113950200,22,7/23/20,7/29/20,78,58,19,10
Vermilion,22113950200,23,7/30/20,8/5/20,97,65,32,16
Vermilion,22113950200,24,8/6/20,8/12/20,72,66,6,4
Vermilion,22113950200,25,8/13/20,8/19/20,85,68,16,6
Vermilion,22113950200,26,8/20/20,8/26/20,53,51,2,0
Vermilion,22113950200,27,8/27/20,9/2/20,58,56,2,1
Vermilion,22113950200,28,9/3/20,9/9/20,63,59,3,1
Vermilion,22113950200,29,9/10/20,9/16/20,51,47,4,2
Vermilion,22113950200,30,9/17/20,9/23/20,52,49,3,1
Vermilion,22113950200,31,9/24/20,9/30/20,55,50,5,2
Vermilion,22113950400,1,2/27/20,3/4/20,0,0,0,0
Vermilion,22113950400,2,3/5/20,3/11/20,0,0,0,0
Vermilion,22113950400,3,3/12/20,3/18/20,17,17,0,0
Vermilion,22113950400,4,3/19/20,3/25/20,33,30,3,1
Vermilion,22113950400,5,3/26/20,4/1/20,27,27,0,0
Vermilion,22113950400,6,4/2/20,4/8/20,39,39,0,0
Vermilion,22113950400,7,4/9/20,4/15/20,24,24,0,0
Vermilion,22113950400,8,4/16/20,4/22/20,36,32,4,1
Vermilion,22113950400,9,4/23/20,4/29/20,48,48,0,0
Vermilion,22113950400,10,4/30/20,5/6/20,33,33,0,0
Vermilion,22113950400,11,5/7/20,5/13/20,33,31,2,1
Vermilion,22113950400,12,5/14/20,5/20/20,30,29,1,0
Vermilion,22113950400,13,5/21/20,5/27/20,27,27,0,0
Vermilion,22113950400,14,5/28/20,6/3/20,81,80,1,0
Vermilion,22113950400,15,6/4/20,6/10/20,74,72,2,2
Vermilion,22113950400,16,6/11/20,6/17/20,170,164,6,6
Vermilion,22113950400,17,6/18/20,6/24/20,273,259,14,11
Vermilion,22113950400,18,6/25/20,7/1/20,213,178,35,16
Vermilion,22113950400,19,7/2/20,7/8/20,299,258,39,24
Vermilion,22113950400,20,7/9/20,7/15/20,232,190,41,28
Vermilion,22113950400,21,7/16/20,7/22/20,208,160,48,28
Vermilion,22113950400,22,7/23/20,7/29/20,101,74,26,18
Vermilion,22113950400,23,7/30/20,8/5/20,161,136,25,16
Vermilion,22113950400,24,8/6/20,8/12/20,123,114,9,8
Vermilion,22113950400,25,8/13/20,8/19/20,120,99,21,11
Vermilion,22113950400,26,8/20/20,8/26/20,86,78,7,4
Vermilion,22113950400,27,8/27/20,9/2/20,85,81,4,1
Vermilion,22113950400,28,9/3/20,9/9/20,66,64,2,2
Vermilion,22113950400,29,9/10/20,9/16/20,66,61,5,3
Vermilion,22113950400,30,9/17/20,9/23/20,86,83,3,3
Vermilion,22113950400,31,9/24/20,9/30/20,82,82,0,0
Vermilion,22113950500,1,2/27/20,3/4/20,0,0,0,0
Vermilion,22113950500,2,3/5/20,3/11/20,0,0,0,0
Vermilion,22113950500,3,3/12/20,3/18/20,5,5,0,0
Vermilion,22113950500,4,3/19/20,3/25/20,15,15,0,0
Vermilion,22113950500,5,3/26/20,4/1/20,41,40,1,1
Vermilion,22113950500,6,4/2/20,4/8/20,43,40,3,0
Vermilion,22113950500,7,4/9/20,4/15/20,28,25,3,1
Vermilion,22113950500,8,4/16/20,4/22/20,20,20,0,0
Vermilion,22113950500,9,4/23/20,4/29/20,18,18,0,0
Vermilion,22113950500,10,4/30/20,5/6/20,15,15,0,0
Vermilion,22113950500,11,5/7/20,5/13/20,17,17,0,0
Vermilion,22113950500,12,5/14/20,5/20/20,44,43,1,1
Vermilion,22113950500,13,5/21/20,5/27/20,28,28,0,0
Vermilion,22113950500,14,5/28/20,6/3/20,29,27,2,2
Vermilion,22113950500,15,6/4/20,6/10/20,65,57,8,5
Vermilion,22113950500,16,6/11/20,6/17/20,68,64,4,2
Vermilion,22113950500,17,6/18/20,6/24/20,192,181,11,8
Vermilion,22113950500,18,6/25/20,7/1/20,291,288,3,1
Vermilion,22113950500,19,7/2/20,7/8/20,233,209,24,13
Vermilion,22113950500,20,7/9/20,7/15/20,195,182,13,9
Vermilion,22113950500,21,7/16/20,7/22/20,191,184,6,5
Vermilion,22113950500,22,7/23/20,7/29/20,201,167,34,28
Vermilion,22113950500,23,7/30/20,8/5/20,186,132,54,40
Vermilion,22113950500,24,8/6/20,8/12/20,118,88,30,23
Vermilion,22113950500,25,8/13/20,8/19/20,110,77,32,13
Vermilion,22113950500,26,8/20/20,8/26/20,59,33,25,6
Vermilion,22113950500,27,8/27/20,9/2/20,72,63,9,8
Vermilion,22113950500,28,9/3/20,9/9/20,87,75,12,5
Vermilion,22113950500,29,9/10/20,9/16/20,66,52,12,7
Vermilion,22113950500,30,9/17/20,9/23/20,81,78,3,2
Vermilion,22113950500,31,9/24/20,9/30/20,61,60,1,0
